time_fs,mu_x_true,mu_x_pred,m_x_true,m_x_pred,is_train,is_val
6.1801414,0.22830741,0.22810407,-4.045919e-05,-3.914984e-05,0,0
6.200142,0.22925009,0.22902912,-4.1113064e-05,-3.9450413e-05,0,0
6.2201424,0.2303882,0.23015505,-4.193157e-05,-3.949819e-05,0,0
6.240143,0.23169851,0.2314606,-4.3039858e-05,-3.963501e-05,0,0
6.2601433,0.23315606,0.23291883,-4.4542146e-05,-4.013771e-05,0,0
6.2801437,0.2347342,0.23449814,-4.6595247e-05,-4.118358e-05,0,0
6.300144,0.2364043,0.23616396,-4.9186983e-05,-4.2919568e-05,0,0
6.3201447,0.23813504,0.2378803,-5.2147057e-05,-4.5374964e-05,0,0
6.340145,0.2398926,0.2396111,-5.5321514e-05,-4.840191e-05,0,0
6.3601456,0.24164121,0.24132122,-5.8513793e-05,-5.1768107e-05,0,0
6.380146,0.24334483,0.24297711,-6.1440944e-05,-5.5198947e-05,0,0
6.4001465,0.24496883,0.24454764,-6.3889114e-05,-5.836317e-05,0,0
6.420147,0.2464813,0.2460046,-6.57798e-05,-6.095768e-05,0,0
6.4401474,0.24785395,0.24732311,-6.7101086e-05,-6.280927e-05,0,0
6.460148,0.24906233,0.24848177,-6.790017e-05,-6.388016e-05,0,0
6.4801483,0.2500854,0.24946257,-6.828052e-05,-6.424175e-05,0,0
6.500149,0.25090554,0.25025076,-6.81926e-05,-6.4046915e-05,0,0
6.520149,0.25150833,0.25083452,-6.73217e-05,-6.337525e-05,0,0
6.5401497,0.2518825,0.25120485,-6.541015e-05,-6.2059196e-05,0,0
6.56015,0.25201982,0.2513553,-6.2449624e-05,-5.9809696e-05,0,0
6.5801506,0.25191647,0.25128162,-5.8541224e-05,-5.646678e-05,0,0
6.600151,0.25157464,0.2509818,-5.395296e-05,-5.2060168e-05,0,0
6.6201515,0.25100288,0.250457,-4.906762e-05,-4.6836973e-05,0,0
6.640152,0.25021556,0.24971256,-4.4041037e-05,-4.1226616e-05,0,0
6.6601524,0.24923202,0.24875933,-3.879947e-05,-3.5580728e-05,0,0
6.680153,0.24807496,0.24761449,-3.320793e-05,-2.9997731e-05,0,0
6.7001534,0.24676883,0.24630155,-2.7004447e-05,-2.4366425e-05,0,0
6.720154,0.24533892,0.24484943,-1.982769e-05,-1.8395123e-05,0,0
6.7401543,0.24381189,0.24329056,-1.1394703e-05,-1.1652665e-05,0,0
6.7601547,0.2422159,0.24165933,-1.5821234e-06,-3.7127402e-06,0,0
6.780155,0.24058075,0.23999067,9.556234e-06,5.6995477e-06,0,0
6.8001556,0.23893899,0.23831913,2.177034e-05,1.6626243e-05,0,0
6.820156,0.23732528,0.23667887,3.46778e-05,2.8843879e-05,0,0
6.8401566,0.23577374,0.23510359,4.7966143e-05,4.1909905e-05,0,0
6.860157,0.23431581,0.23362607,6.157416e-05,5.534283e-05,0,0
6.8801575,0.2329799,0.2322769,7.556404e-05,6.885935e-05,0,0
6.900158,0.23179069,0.23108336,8.976091e-05,8.241753e-05,0,0
6.9201584,0.23076914,0.23006846,0.00010369968,9.595755e-05,0,0
6.940159,0.22993332,0.22925025,0.00011686799,0.00010917407,0,0
6.9601593,0.22929847,0.2286418,0.00012865284,0.00012156688,0,0
6.9801598,0.22887634,0.22825146,0.00013833212,0.0001324897,0,0
7.00016,0.22867525,0.22808345,0.00014548337,0.0001411759,0,0
7.0201607,0.22869988,0.2281384,0.00014997544,0.00014701652,0,0
7.040161,0.22894996,0.22841407,0.00015160663,0.00014973783,0,0
7.0601616,0.22942021,0.22890535,0.00015025323,0.00014922937,0,0
7.080162,0.23010133,0.22960404,0.00014605788,0.00014547765,0,0
7.1001625,0.23097938,0.23049845,0.00013922156,0.00013866859,0,0
7.120163,0.23203522,0.23157275,0.00012986735,0.0001291299,0,0
7.1401634,0.23324533,0.23280607,0.00011803164,0.000117178744,0,0
7.160164,0.23458359,0.23417206,0.000103726474,0.00010302053,0,0
7.1801643,0.23602216,0.23563968,8.711292e-05,8.675044e-05,0,0
7.200165,0.23753208,0.23717484,6.855118e-05,6.849681e-05,0,0
7.2201653,0.2390836,0.2387425,4.8481535e-05,4.8555336e-05,0,0
7.2401657,0.2406461,0.24030851,2.7283591e-05,2.7375114e-05,0,0
7.260166,0.24218832,0.24184085,5.253744e-06,5.428396e-06,0,0
7.2801666,0.24367905,0.24331021,-1.7245045e-05,-1.6895085e-05,0,0
7.300167,0.24508716,0.2446901,-3.981376e-05,-3.923551e-05,0,0
7.3201675,0.24638279,0.24595647,-6.2235915e-05,-6.122398e-05,0,0
7.340168,0.24753937,0.2470874,-8.4340194e-05,-8.260295e-05,0,0
7.3601685,0.24853495,0.24806333,-0.000105773535,-0.00010322278,0,0
7.380169,0.24935198,0.24886747,-0.00012618673,-0.00012286588,0,0
7.4001694,0.24997652,0.24948627,-0.00014524191,-0.00014124681,0,0
7.42017,0.2503979,0.2499095,-0.00016234191,-0.00015805183,0,0
7.4401703,0.25060865,0.25013006,-0.00017678714,-0.00017279256,0,0
7.4601707,0.25060433,0.25014374,-0.00018799034,-0.00018480737,0,0
7.480171,0.2503835,0.24994904,-0.00019538356,-0.0001934305,0,0
7.5001717,0.24994837,0.24954684,-0.00019860774,-0.00019804963,0,0
7.520172,0.24930501,0.24894053,-0.00019770498,-0.00019823413,0,0
7.5401726,0.24846375,0.24813637,-0.00019280762,-0.00019393033,0,0
7.560173,0.24743974,0.24714425,-0.00018393269,-0.00018536377,0,0
7.5801735,0.24625263,0.24597856,-0.00017112185,-0.00017279352,0,0
7.600174,0.24492532,0.24465905,-0.00015445183,-0.00015644646,0,0
7.6201744,0.24348281,0.243211,-0.00013399257,-0.00013652245,0,0
7.640175,0.24195184,0.24166429,-0.00011000749,-0.00011318838,0,0
7.6601753,0.2403604,0.24005198,-8.313091e-05,-8.670692e-05,0,0
7.680176,0.23873708,0.23840868,-5.4255455e-05,-5.764221e-05,0,0
7.7001762,0.23711133,0.23676895,-2.436977e-05,-2.6894788e-05,0,0
7.7201767,0.235514,0.23516609,5.5964388e-06,4.4277112e-06,0,0
7.740177,0.23397759,0.23363197,3.501659e-05,3.521461e-05,0,0
7.7601776,0.23253527,0.23219712,6.35092e-05,6.46218e-05,0,0
7.780178,0.23121914,0.2308909,9.055432e-05,9.216729e-05,0,0
7.8001785,0.2300587,0.22974093,0.0001154592,0.0001174858,0,0
7.820179,0.22907995,0.22877215,0.0001377213,0.00014010764,0,0
7.8401794,0.22830382,0.22800565,0.00015711019,0.00015958145,0,0
7.86018,0.22774541,0.2274576,0.00017338508,0.00017565425,0,0
7.8801804,0.22741504,0.22713839,0.00018626932,0.0001881928,0,0
7.900181,0.22731908,0.22705278,0.00019560437,0.00019707803,0,0
7.9201813,0.22746052,0.22720085,0.0002011869,0.00020224169,0,0
7.9401817,0.22783934,0.22757912,0.00020279482,0.00020360715,0,0
7.960182,0.22845158,0.2281817,0.00020053548,0.00020105831,0,0
7.9801826,0.22928773,0.22900055,0.00019469274,0.00019465819,0,0
8.000183,0.23033234,0.23002464,0.00018546093,0.00018470701,0,0
8.020184,0.2315651,0.2312384,0.00017318591,0.00017156512,0,0
8.040184,0.23296078,0.23262052,0.0001583568,0.00015567125,0,0
8.0601845,0.23448962,0.23414335,0.00014125537,0.00013757976,0,0
8.080185,0.23611932,0.23577292,0.000122049394,0.00011775295,0,0
8.100185,0.23781687,0.23747078,0.00010108925,9.647446e-05,0,0
8.120186,0.2395491,0.2391967,7.882697e-05,7.402833e-05,0,0
8.140186,0.24128291,0.24091162,5.5620356e-05,5.079137e-05,0,0
8.160187,0.24298516,0.24257974,3.1781892e-05,2.7137305e-05,0,0
8.180187,0.2446225,0.24416953,7.705327e-06,3.3853134e-06,0,0
8.200188,0.24616152,0.24565345,-1.6131558e-05,-2.0132546e-05,0,0
8.220188,0.24756919,0.24700715,-3.9243634e-05,-4.301242e-05,0,0
8.240189,0.24881369,0.2482083,-6.120798e-05,-6.480069e-05,0,0
8.260189,0.24986622,0.24923599,-8.167973e-05,-8.506733e-05,0,0
8.2801895,0.2507032,0.25007048,-0.00010036223,-0.000103460414,0,0
8.30019,0.25130728,0.25069404,-0.0001169665,-0.000119709664,0,0
8.32019,0.25166693,0.2510919,-0.00013124301,-0.00013358958,0,0
8.340191,0.2517755,0.251253,-0.00014306884,-0.00014491154,0,0
8.360191,0.25163066,0.25117052,-0.00015230569,-0.00015358083,0,0
8.380192,0.2512334,0.2508417,-0.0001586482,-0.000159542,0,0
8.400192,0.2505884,0.25026774,-0.00016193249,-0.00016263466,0,0
8.420193,0.24970557,0.24945349,-0.00016236331,-0.00016270389,0,0
8.440193,0.24860114,0.24840815,-0.00016025621,-0.00015985269,0,0
8.460194,0.24729744,0.24714668,-0.00015586724,-0.00015442587,0,0
8.480194,0.2458226,0.24569108,-0.00014933189,-0.00014683558,0,0
8.500195,0.24420926,0.2440713,-0.00014053326,-0.0001373994,0,0
8.520195,0.242492,0.24232498,-0.00012931711,-0.00012617507,0,0
8.540195,0.24070601,0.24049523,-0.00011587391,-0.000113024485,0,0
8.560196,0.238887,0.23862767,-0.00010067186,-9.794806e-05,0,0
8.580196,0.23707062,0.23676749,-8.415139e-05,-8.126224e-05,0,0
8.600197,0.23529227,0.23495711,-6.666232e-05,-6.345617e-05,0,0
8.620197,0.23358764,0.23323521,-4.8500555e-05,-4.5009485e-05,0,0
8.640198,0.23199251,0.23163655,-2.9869163e-05,-2.6312238e-05,0,0
8.660198,0.23054196,0.23019254,-1.10014e-05,-7.6208144e-06,0,0
8.680199,0.22926934,0.22893159,7.676425e-06,1.0869959e-05,0,0
8.700199,0.2282047,0.22787896,2.5699228e-05,2.8859027e-05,0,0
8.7202,0.22737263,0.22705619,4.2779095e-05,4.5934812e-05,0,0
8.7402,0.22679126,0.22647999,5.8741945e-05,6.174682e-05,0,0
8.7602005,0.22647229,0.2261615,7.339613e-05,7.608368e-05,0,0
8.780201,0.22642133,0.22610615,8.653266e-05,8.880802e-05,0,0
8.800201,0.22663887,0.22631411,9.7888515e-05,9.979254e-05,0,0
8.820202,0.22712143,0.22678114,0.00010708846,0.00010886197,0,0
8.840202,0.22786142,0.22749957,0.0001138477,0.00011572794,0,0
8.860203,0.22884701,0.22845858,0.00011811572,0.00012009109,0,0
8.880203,0.23006219,0.22964388,0.00011980712,0.00012181894,0,0
8.900204,0.23148578,0.23103687,0.000118730364,0.00012087416,0,0
8.920204,0.23309022,0.23261334,0.000114893075,0.00011718185,0,0
8.940205,0.23484185,0.2343421,0.000108532025,0.000110747074,0,0
8.960205,0.2367028,0.23618463,9.993671e-05,0.00010178071,0,0
8.980206,0.23863272,0.23809643,8.9396475e-05,9.064599e-05,0,0
9.000206,0.24059065,0.24003023,7.7105804e-05,7.775792e-05,0,0
9.020206,0.24253696,0.24193968,6.31067e-05,6.345744e-05,0,0
9.040207,0.24443427,0.24378279,4.743891e-05,4.7907808e-05,0,0
9.060207,0.2462469,0.24552384,3.0314744e-05,3.115194e-05,0,0
9.080208,0.2479403,0.2471335,1.2175563e-05,1.32938885e-05,0,0
9.100208,0.24948095,0.24858749,-6.3667185e-06,-5.3464064e-06,0,0
9.120209,0.25083646,0.2498649,-2.47114e-05,-2.4202769e-05,0,0
9.140209,0.25197703,0.25094682,-4.2411277e-05,-4.2599557e-05,0,0
9.16021,0.2528777,0.25181562,-5.9115697e-05,-5.994926e-05,0,0
9.18021,0.25351956,0.25245535,-7.4508884e-05,-7.5824224e-05,0,0
9.200211,0.2538899,0.25285262,-8.8323424e-05,-8.992213e-05,0,0
9.220211,0.2539827,0.25299707,-0.000100254016,-0.00010203089,0,0
9.2402115,0.2537986,0.2528823,-0.00010990987,-0.00011194782,0,0
9.260212,0.25334334,0.25250646,-0.000116883355,-0.000119398086,0,0
9.280212,0.25262675,0.25187227,-0.00012081317,-0.00012403981,0,0
9.300213,0.25166243,0.2509873,-0.00012148897,-0.00012552545,0,0
9.320213,0.25046724,0.24986383,-0.000118858065,-0.00012361494,0,0
9.340214,0.24906136,0.24851905,-0.00011291545,-0.00011824409,0,0
9.360214,0.24746941,0.24697514,-0.00010376398,-0.000109477085,0,0
9.380215,0.24572064,0.24525975,-9.1655784e-05,-9.749507e-05,0,0
9.400215,0.24384867,0.24340636,-7.690249e-05,-8.262059e-05,0,0
9.420216,0.24189095,0.24145411,-5.9915455e-05,-6.527331e-05,0,0
9.440216,0.23988767,0.23944667,-4.118733e-05,-4.5958845e-05,0,0
9.4602165,0.23787981,0.2374303,-2.1119075e-05,-2.525452e-05,0,0
9.480217,0.23590724,0.23545146,-5.2366858e-08,-3.688718e-06,0,0
9.500217,0.23400828,0.23355427,2.1555477e-05,1.8315804e-05,0,0
9.520218,0.2322197,0.23177893,4.3141354e-05,4.033824e-05,0,0
9.540218,0.23057666,0.23016116,6.418001e-05,6.187974e-05,0,0
9.560219,0.22911249,0.22873221,8.424054e-05,8.241824e-05,0,0
9.580219,0.22785763,0.22751892,0.000102904436,0.000101495556,0,0
9.60022,0.22683829,0.22654326,0.00011969524,0.00011871446,0,0
9.62022,0.22607574,0.22582173,0.00013415488,0.00013367154,0,0
9.640221,0.22558594,0.22536518,0.00014587368,0.00014595948,0,0
9.660221,0.22537869,0.22517908,0.00015437402,0.00015520002,0,0
9.680222,0.22545697,0.22526443,0.00015925622,0.00016099046,0,0
9.700222,0.2258173,0.22561842,0.00016049565,0.00016295593,0,0
9.720222,0.2264507,0.22623482,0.0001582642,0.00016098814,0,0
9.740223,0.2273429,0.22710395,0.00015260711,0.00015528225,0,0
9.760223,0.22847469,0.22821198,0.00014347424,0.00014609857,0,0
9.780224,0.22982278,0.22954011,0.00013079519,0.00013360448,0,0
9.800224,0.23136078,0.23106343,0.000114589166,0.00011785814,0,0
9.820225,0.2330593,0.23275097,9.518931e-05,9.890507e-05,0,0
9.840225,0.23488562,0.23456618,7.3208386e-05,7.700164e-05,0,0
9.860226,0.23680386,0.2364682,4.9237955e-05,5.2725863e-05,0,0
9.880226,0.23877549,0.23841362,2.368181e-05,2.6806212e-05,0,0
9.900227,0.24076028,0.24035875,-3.0492736e-06,-1.3599433e-07,0,0
9.920227,0.24271797,0.24226192,-3.0290623e-05,-2.7602839e-05,0,0
9.9402275,0.24460925,0.24408515,-5.725255e-05,-5.5014567e-05,0,0
9.960228,0.24639635,0.24579522,-8.3201245e-05,-8.164496e-05,0,0
9.980228,0.24804415,0.24736351,-0.00010742456,-0.00010673185,0,0
10.000229,0.2495207,0.24876544,-0.0001292644,-0.00012954192,0,0
10.020229,0.25079662,0.2499797,-0.00014816363,-0.00014941391,0,0
10.04023,0.25184482,0.2509875,-0.00016365068,-0.00016580184,0,0
10.06023,0.25264105,0.2517719,-0.0001753806,-0.00017828193,0,0
10.080231,0.2531652,0.2523175,-0.00018309218,-0.00018657012,0,0
10.100231,0.25340268,0.25261042,-0.00018654673,-0.00019050109,0,0
10.120232,0.25334558,0.252639,-0.00018563474,-0.00018996782,0,0
10.140232,0.25299302,0.2523942,-0.00018045487,-0.00018495174,0,0
10.160233,0.25235122,0.25187084,-0.00017118875,-0.00017560457,0,0
10.180233,0.2514336,0.2510688,-0.00015798192,-0.0001622176,0,0
10.200233,0.2502594,0.24999458,-0.0001410678,-0.00014510582,0,0
10.220234,0.24885222,0.24866284,-0.00012090292,-0.00012461375,0,0
10.240234,0.24723965,0.24709706,-9.806406e-05,-0.00010122867,0,0
10.260235,0.24545334,0.24532954,-7.312353e-05,-7.558865e-05,0,0
10.280235,0.24352886,0.24340057,-4.6593726e-05,-4.8382593e-05,0,0
10.300236,0.24150534,0.24135675,-1.8906043e-05,-2.0241552e-05,0,0
10.320236,0.23942508,0.23924865,9.4440475e-06,8.327776e-06,0,0
10.340237,0.23733255,0.23712829,3.7810365e-05,3.6867365e-05,0,0
10.360237,0.23527357,0.23504674,6.558484e-05,6.484014e-05,0,0
10.380238,0.23329388,0.23305252,9.228739e-05,9.167358e-05,0,0
10.400238,0.23143725,0.23119056,0.00011736183,0.00011686901,0,0
10.4202385,0.22974373,0.22950155,0.00014010364,0.00013993679,0,0
10.440239,0.22824824,0.22802113,0.00015991661,0.00016028501,0,0
10.460239,0.22698018,0.22677882,0.00017649884,0.00017732018,0,0
10.48024,0.22596404,0.22579679,0.00018970958,0.00019065813,0,0
10.50024,0.22521971,0.22508956,0.0001993864,0.00020016501,0,0
10.520241,0.2247628,0.2246645,0.0002052955,0.00020582206,0,0
10.540241,0.22460468,0.22452347,0.00020711617,0.00020758629,0,0
10.560242,0.22475174,0.224665,0.00020449798,0.0002053049,0,0
10.580242,0.22520375,0.225086,0.00019729063,0.00019872107,0,0
10.600243,0.2259528,0.22578233,0.00018564767,0.0001876492,0,0
10.620243,0.22698335,0.2267478,0.00016987964,0.00017216818,0,0
10.640244,0.22827317,0.22797182,0.00015044845,0.00015262612,0,0
10.660244,0.22979487,0.22943695,0.00012798104,0.00012959552,0,0
10.680244,0.23151727,0.23111686,0.00010300433,0.000103839055,0,0
10.700245,0.23340598,0.23297583,7.5934295e-05,7.611061e-05,0,0
10.720245,0.23542394,0.23496987,4.734548e-05,4.7015626e-05,0,0
10.740246,0.23753147,0.23704953,1.7921666e-05,1.7133698e-05,0,0
10.760246,0.23968573,0.23916346,-1.1683325e-05,-1.2896096e-05,0,0
10.780247,0.24184105,0.24126163,-4.0828054e-05,-4.2424857e-05,0,0
10.800247,0.24394985,0.2432978,-6.898527e-05,-7.0827045e-05,0,0
10.820248,0.24596444,0.24523066,-9.578604e-05,-9.7576536e-05,0,0
10.840248,0.24783944,0.24702394,-0.00012084599,-0.00012231423,0,0
10.860249,0.24953409,0.24864602,-0.00014372331,-0.00014476145,0,0
10.880249,0.25101325,0.25006944,-0.00016409325,-0.0001646184,0,0
10.9002495,0.25224754,0.2512704,-0.0001817797,-0.00018162269,0,0
10.92025,0.25321344,0.2522288,-0.00019658176,-0.00019562864,0,0
10.94025,0.25389272,0.2529279,-0.0002082424,-0.00020654016,0,0
10.960251,0.25427213,0.25335467,-0.00021660309,-0.0002142292,0,0
10.980251,0.2543434,0.25349957,-0.00022163839,-0.00021859143,0,0
11.000252,0.25410396,0.25335634,-0.00022330105,-0.00021962184,0,0
11.020252,0.2535585,0.25292203,-0.00022143,-0.00021735666,0,0
11.040253,0.25271946,0.25219762,-0.00021588066,-0.00021175946,0,0
11.060253,0.25160688,0.25118947,-0.00020663603,-0.00020273862,0,0
11.080254,0.2502476,0.24991108,-0.00019377063,-0.00019025423,0,0
11.100254,0.24867421,0.24838516,-0.00017744213,-0.00017436835,0,0
11.1202545,0.24692255,0.24664468,-0.0001578113,-0.00015525479,0,0
11.140255,0.24503018,0.24473213,-0.00013501903,-0.00013314193,0,0
11.160255,0.24303602,0.24269694,-0.00010941828,-0.00010825446,0,0
11.180256,0.24097978,0.24059188,-8.153746e-05,-8.0931495e-05,0,0
11.200256,0.2389021,0.23846945,-5.182445e-05,-5.169251e-05,0,0
11.220257,0.23684506,0.23637916,-2.0793768e-05,-2.1090282e-05,0,0
11.240257,0.23485188,0.2343664,1.0852798e-05,1.0309078e-05,0,0
11.260258,0.23296572,0.23247261,4.2451033e-05,4.183534e-05,0,0
11.280258,0.23122795,0.23073584,7.339491e-05,7.279012e-05,0,0
11.300259,0.22967659,0.22919092,0.0001029581,0.00010252547,0,0
11.320259,0.22834495,0.22786908,0.00013037886,0.00013036375,0,0
11.34026,0.22726066,0.2267967,0.00015508918,0.0001555817,0,0
11.36026,0.22644547,0.2259941,0.00017672141,0.00017755861,0,0
11.38026,0.22591548,0.22547469,0.00019499281,0.00019588589,0,0
11.400261,0.2256815,0.22524531,0.00020971755,0.00021033832,0,0
11.420261,0.22574948,0.22530733,0.0002207639,0.00022083521,0,0
11.440262,0.22611983,0.2256583,0.00022792924,0.00022738578,0,0
11.460262,0.22678666,0.22629301,0.00023098689,0.00022997428,0,0
11.480263,0.22773732,0.2272035,0.00022982164,0.00022851948,0,0
11.500263,0.2289525,0.22837779,0.00022446278,0.00022295675,0,0
11.520264,0.23040636,0.22979786,0.00021504982,0.00021332836,0,0
11.540264,0.2320673,0.23143744,0.00020180013,0.00019981049,0,0
11.560265,0.2338991,0.23326087,0.00018497882,0.00018269218,0,0
11.580265,0.23586157,0.23522344,0.00016483,0.00016233357,0,0
11.6002655,0.23791187,0.23727398,0.00014161067,0.00013909457,0,0
11.620266,0.24000639,0.2393585,0.00011570032,0.00011331433,0,0
11.640266,0.24210162,0.24142484,8.752217e-05,8.5383355e-05,0,0
11.660267,0.24415402,0.24342616,5.746528e-05,5.5746474e-05,0,0
11.680267,0.24612068,0.24532254,2.5991476e-05,2.4839275e-05,0,0
11.700268,0.24796048,0.24708062,-6.366669e-06,-6.884916e-06,0,0
11.720268,0.24963437,0.24867246,-3.9096558e-05,-3.8924965e-05,0,0
11.740269,0.25110596,0.25007385,-7.166653e-05,-7.077265e-05,0,0
11.760269,0.2523434,0.25126305,-0.00010345608,-0.00010191862,0,0
11.78027,0.25332066,0.25222045,-0.00013371916,-0.00013180108,0,0
11.80027,0.2540182,0.25292885,-0.00016159474,-0.00015974612,0,0
11.820271,0.2544224,0.25337416,-0.00018623476,-0.0001849467,0,0
11.840271,0.2545255,0.25354576,-0.00020691995,-0.00020654539,0,0
11.860271,0.25432512,0.2534368,-0.00022306797,-0.000223771,0,0
11.880272,0.25382438,0.25304404,-0.00023425232,-0.00023601817,0,0
11.900272,0.25303236,0.252368,-0.00024017722,-0.00024288247,0,0
11.920273,0.25196373,0.2514136,-0.00024060423,-0.00024414473,0,0
11.940273,0.2506387,0.25019115,-0.00023542251,-0.0002397004,0,0
11.960274,0.2490829,0.24871774,-0.0002246832,-0.00022955418,0,0
11.980274,0.24732687,0.24701853,-0.00020849556,-0.00021385243,0,0
12.000275,0.24540544,0.24512754,-0.00018710828,-0.00019284201,0,0
12.020275,0.24335691,0.24308707,-0.00016101816,-0.00016688858,0,0
12.040276,0.24122216,0.24094597,-0.00013088644,-0.00013656821,0,0
12.060276,0.23904385,0.23875666,-9.749338e-05,-0.00010266479,0,0
12.0802765,0.23686533,0.23657192,-6.1683044e-05,-6.611071e-05,0,0
12.100277,0.23472956,0.23444213,-2.4262235e-05,-2.7900536e-05,0,0
12.120277,0.23267795,0.23241344,1.3945119e-05,1.10257615e-05,0,0
